"Date","RV","SPX","R","VIX","RX","TDate","Forward","VixOne","FP","Limit","CLimit","Put","Call","LImp","RImp","LReturn","RReturn","AR","AR2","AR3","RV20","RV10","RV5","Y","M","CX","Win","Profit","CWin","CProfit","pLow","pHigh","breakLow","breakHigh","LowAcc","HighAcc","LeftGo","RightGo","TX"
2026-04-09,0.00562215275595235,6824.66,0.00615105261316629,0.1922,-0.00113916686010914,2026-04-10,6820.24752475248,0.164455795430119,-0.0646757831569065,6785,6860,1,1.1,0.2,0.22,-0.00518147186190463,0.0058116765890569,0.00615105261316629,0.0247720444773396,0.000758957090345902,0.0128458435650632,0.0150418618224737,0.00994705327025077,"2026","04",6816.89,TRUE,1,TRUE,1.1,6735,6825,0,0,0,0.2,-1,1,-0.1
2026-04-08,0.00626485602752795,6782.81,0.0247720444773396,0.2104,0.00615105261316639,2026-04-09,6778.83838383838,0.197148601355898,-0.058571291081274,6735,6825,1,0.95,0.2,0.19,-0.00648794759399955,0.00678658361469651,0.0247720444773396,0.000758957090345902,0.00441699241447857,0.0127748607172278,0.0150289247694942,0.00992468996141221,"2026","04",6824.66,TRUE,1,TRUE,0.95,6530,6715,0,1,0,0.2,-0.999971449375153,1,0.05
2026-04-07,0.00919038634565162,6616.85,0.000758957090345902,0.2045,0.0247720444773398,2026-04-08,6621.23762376238,0.373860116728197,0.0662878815692911,6530,6715,1,1,0.2,0.2,-0.0138753614171529,0.0140615252697084,0.000758957090345902,0.00441699241447857,0.0011202303039326,0.0113693500448463,0.0131045418006699,0.0116352529209318,"2026","04",6782.81,TRUE,1,FALSE,-4,6560,6665,0,0,0,0.2,0.999910652637482,1,3
2026-04-06,0.00677667020372124,6611.83,0.00441699241447857,0.2417,0.000758957090347123,2026-04-07,6609.9504950495,0.213880663418209,-0.0284304366398858,6560,6665,1,1,0.2,0.2,-0.00758556147705604,0.00829378919761838,0.00441699241447857,0.0011202303039326,0.00714297472893044,0.0115645508961424,0.0135475589251282,0.0125657322612815,"2026","04",6616.85,TRUE,1,TRUE,1,6500,6670,0,0,0,0.2,-0.985120534896851,1,0
2026-04-02,0.0109013273079127,6582.69,0.0011202303039326,0.2387,0.00441699241447761,2026-04-06,6581.05,0.163975418979039,-0.0249169310315352,6500,6670,1,1,0.2,0.2,-0.0123921301730682,0.0134255528528727,0.0011202303039326,0.00714297472893044,0.0287149241852731,0.0118103710183543,0.0144894388318336,0.0167674175351943,"2026","04",6611.83,TRUE,1,TRUE,1,6500,6655,0,0,0.2,0.2,-0.999993562698364,0.999929547309875,0
2026-04-01,0.00675068550232484,6575.32,0.00714297472893044,0.2454,0.00112023030393301,2026-04-02,6582.32323232323,0.272132677799157,0.106451176109694,6500,6655,0.9,1,0.18,0.2,-0.0125855809405474,0.0109806940049361,0.00714297472893044,0.0287149241852731,0.0039535723670916,0.0118179981042368,0.0144972069191165,0.0192524990514214,"2026","04",6582.69,TRUE,0.9,TRUE,1,6470,6585,0,0,0.4,0.2,-0.999973595142365,1,-0.1
2026-03-31,0.0107444375467855,6528.52,0.0287149241852731,0.2525,0.00714297472893022,2026-04-01,6527.37373737374,0.228407973343334,-0.0175593130928546,6470,6585,1,1.1,0.2,0.22,-0.00882856970837385,0.00878965697406126,0.0287149241852731,0.0039535723670916,0.0168632231562444,0.0118429246750727,0.0147331075773915,0.0190949340771572,"2026","04",6575.32,TRUE,1,TRUE,1.1,6265,6400,0,1,0.4,0.2,0.798249244689941,1,-2.1
2026-03-30,0.0076716980530223,6343.72,-0.0039535723670916,0.287,0.0287149241852723,2026-03-31,6336.35,0.27412549753552,-0.116245428139167,6265,6400,1,1.05,0.2,0.21,-0.011324304537416,0.00999509748017859,0.0039535723670916,0.0168632231562444,0.0175594798990186,0.00943781559349664,0.0100990004987464,0.00977127397456448,"2026","03",6528.52,TRUE,1,FALSE,-3.95,6255,6460,0,0,0.4,0,1,0.996479749679565,2.95
2026-03-27,0.00788310053412497,6368.85,-0.0168632231562444,0.3105,-0.00395357236709091,2026-03-30,6358.68686868687,0.235562499771459,-0.15970306867829,6255,6460,1,1.1,0.2,0.22,-0.016440744928273,0.015807428947363,0.0168632231562444,0.0175594798990186,0.00540452644836975,0.0094906455672694,0.0112412573495206,0.0129830940065747,"2026","03",6343.72,TRUE,1,TRUE,1.1,6435,6590,1,0,0.4,0,-1,-0.997548401355743,2.1
2026-03-26,0.00675312575410806,6477.16,-0.0175594798990186,0.2744,-0.0168632231562443,2026-03-27,6511.91919191919,0.2874617007706,0.535207682975275,6435,6590,1,1,0.2,0.2,-0.0118823784718374,0.0119191289944884,0.0175594798990186,0.00540452644836975,0.0037496133331576,0.00898681843663633,0.0103581778893551,0.0126075447608312,"2026","03",6368.85,FALSE,-4,TRUE,1,6530,6655,1,0,0.4,0,-0.996209442615509,0.992140114307404,-5
2026-03-25,0.00807687208266085,6591.9,0.00540452644836975,0.2533,-0.0175594798990192,2026-03-26,6593.41584158416,0.228978440126978,0.0229928749382816,6530,6655,0.95,1,0.19,0.2,-0.0096646080502368,0.0092969005084985,0.00540452644836975,0.0037496133331576,0.0113881060932588,0.00835486770155497,0.0100301421974756,0.0101030731872913,"2026","03",6477.16,FALSE,-4.05,TRUE,1,6495,6625,0,0,0.2,0,1,1,3.05
2026-03-24,0.010047426155579,6556.37,-0.0037496133331576,0.2695,0.00540452644837077,2026-03-25,6560.4,0.247937267879649,0.0614480565993971,6495,6625,1,1,0.2,0.2,-0.0100189265842539,0.0097987951654691,0.0037496133331576,0.0113881060932588,0.0152538958294777,0.00851157640251735,0.00965330643593632,0.0106754589836987,"2026","03",6591.9,TRUE,1,TRUE,1,6500,6655,0,0,0.4,0,1,1,-2
2026-03-23,0.00933356854202016,6581,0.0113881060932588,0.2615,-0.00374961333315914,2026-03-24,6580.54455445545,0.271731085561665,-0.00692085253142045,6500,6655,0.95,1.1,0.19,0.22,-0.0123153240470763,0.0112509508984072,0.0113881060932588,0.0152538958294777,0.00275258861791094,0.00879750127992051,0.00965983128330283,0.0111837185872779,"2026","03",6556.37,TRUE,0.95,TRUE,1.1,6440,6610,0,0,0.4,0,1,1,-2.05
2026-03-20,0.00889576502005744,6506.48,-0.0152538958294777,0.2678,0.0113881060932592,2026-03-23,6523.36734693877,0.19667545088338,0.259210349049092,6440,6610,1,1.05,0.2,0.21,-0.0128621667549516,0.0131929469923811,0.0152538958294777,0.00275258861791094,0.0137010521312231,0.00840571611410665,0.00917419103211435,0.0107534491824696,"2026","03",6581,TRUE,1,TRUE,1.05,6555,6680,1,0,0.4,0,0.361445605754852,0.999998450279236,-2.05
2026-03-19,0.0100714845717008,6606.49,-0.00275258861791094,0.2467,-0.0152538958294774,2026-03-20,6616.25,0.248106075109869,0.147624497985996,6555,6680,0.95,1.05,0.19,0.21,-0.00930062697439708,0.00958924335849405,0.00275258861791094,0.0137010521312231,0.0024911551576885,0.00816371204277612,0.00892196950893489,0.00894709121260031,"2026","03",6506.48,FALSE,-4.05,TRUE,1.05,6535,6685,0,0,0.2,0,1,1,3
2026-03-18,0.00703739016126771,6624.7,-0.0137010521312231,0.2704,-0.00275258861791077,2026-03-19,6612.72277227723,0.265059804670615,-0.180960164183912,6535,6685,0.95,1.05,0.19,0.21,-0.0118231391100867,0.0108707243676346,0.0137010521312231,0.0024911551576885,0.0100799184043581,0.00816413445586014,0.00894818897514079,0.0107959312175623,"2026","03",6606.49,TRUE,0.95,TRUE,1.05,6665,6780,1,0,0.4,0,0.999998450279236,-0.834794998168945,0.1
2026-03-17,0.00565538324983625,6716.09,0.0024911551576885,0.2237,-0.0137010521312226,2026-03-18,6721.55,0.215180776409261,0.0812642740909166,6665,6780,1,1,0.2,0.2,-0.00844882906957089,0.00865831925206126,0.0024911551576885,0.0100799184043581,0.00607752000130901,0.00782752372335053,0.00883298474578599,0.0095149529140949,"2026","03",6624.7,FALSE,-4,TRUE,1,6650,6760,0,0,0.2,0,1,1,3
2026-03-16,0.00736875034672124,6699.38,0.0100799184043581,0.2351,0.00249115515768748,2026-03-17,6701.9696969697,0.207252571518737,0.0386483012605532,6650,6760,0.95,0.9,0.19,0.18,-0.00778461314648891,0.00862142224062116,0.0100799184043581,0.00607752000130901,0.0153448545769468,0.00780062002129134,0.00904355460156589,0.00919614644176615,"2026","03",6716.09,TRUE,0.95,TRUE,0.9,6535,6720,0,0,0.2,0,1,1,-1.85
2026-03-13,0.00864076218081509,6632.19,-0.00607752000130901,0.2719,0.0100799184043581,2026-03-16,6626.95,0.208088394725734,-0.079039821176914,6535,6720,1,1.05,0.2,0.21,-0.0139723211093336,0.0139434863495393,0.00607752000130901,0.0153448545769468,0.00083792624071144,0.00736575476719919,0.00798111495986838,0.0085737996655905,"2026","03",6699.38,TRUE,1,TRUE,1.05,6590,6750,0,0,0.2,0,0.967587530612946,1,-2.05
2026-03-12,0.00928014395716487,6672.62,-0.0153448545769468,0.2729,-0.00607752000130834,2026-03-13,6670.59405940594,0.285768667005527,-0.0303666058358501,6590,6750,0.95,1,0.19,0.2,-0.0121555718258221,0.0118335845442006,0.0153448545769468,0.00083792624071144,0.00213736513855167,0.00797834310923335,0.00794136544549756,0.00972247192897112,"2026","03",6632.19,TRUE,0.95,TRUE,1,6715,6835,1,0,0.4,0,0.999193549156189,0.98969691991806,-1.95
2026-03-11,0.00781228207534009,6775.8,-0.00083792624071144,0.2601,-0.0153448545769462,2026-03-12,6773.41584158416,0.226306652968016,-0.035192567131915,6715,6835,1.05,1,0.21,0.2,-0.0086616853290225,0.00905095487168936,0.00083792624071144,0.00213736513855167,0.00826984007594334,0.00733658844675669,0.00683518083752408,0.00785247902536129,"2026","03",6672.62,FALSE,-3.95,TRUE,1,6725,6865,0,0,0.2,0,1,1,2.95
2026-03-10,0.00908895244956229,6781.48,-0.00213736513855167,0.2493,-0.000837926240711451,2026-03-11,6792.8,0.258023175225991,0.166786048676246,6725,6865,1,0.95,0.2,0.19,-0.0100313022151137,0.0105728115169179,0.00213736513855167,0.00826984007594334,0.0133657290489584,0.00735078482700825,0.00761463266188766,0.0091925891430371,"2026","03",6775.8,TRUE,1,TRUE,0.95,6725,6845,0,0,0.2,0,1,1,-1.95
2026-03-09,0.0107908202309809,6795.99,0.00826984007594334,0.255,-0.00213736513855263,2026-03-10,6781.3,0.268147979841558,-0.216390836936659,6725,6845,1,1.05,0.2,0.21,-0.00833689849753721,0.00934963475497224,0.00826984007594334,0.0133657290489584,0.00566270205404429,0.00746868739980728,0.00814358232370531,0.00996837222248521,"2026","03",6781.48,TRUE,1,TRUE,1.05,6630,6845,0,0,0.4,0,1,1,-2.05
2026-03-06,0.00991948855016258,6740.02,-0.0133657290489584,0.2949,0.00826984007594303,2026-03-09,6732.9,0.225517995370214,-0.105693504642204,6630,6845,1,0.95,0.2,0.19,-0.0154011530346704,0.0165125015079707,0.0133657290489584,0.00566270205404429,0.00772610854873612,0.0085466955235541,0.00802451478736268,0.00832803199966537,"2026","03",6795.99,TRUE,1,TRUE,0.95,6745,6890,1,0,0.4,0,-1,0.998983323574066,0.05
2026-03-05,0.00943855288945906,6830.71,-0.00566270205404429,0.2375,-0.0133657290489581,2026-03-06,6819.75,0.264019339437981,-0.160580703582681,6745,6890,0.95,1,0.19,0.2,-0.0110213246322756,0.0102482707335723,0.00566270205404429,0.00772610854873612,0.00948887451084168,0.00846671316829494,0.0075153837790954,0.00661410499645255,"2026","03",6740.02,FALSE,-4.02999999999956,TRUE,1,6825,6925,0,0,0.2,0,1,0.999879062175751,3.02999999999956
2026-03-04,0.00653166591334807,6869.5,0.00772610854873612,0.2115,-0.00566270205404418,2026-03-05,6869.85,0.210766850953359,0.00509485528901205,6825,6925,1,1,0.2,0.2,-0.00654993086373254,0.00799578013864635,0.00772610854873612,0.00948887451084168,0.00039824134823796,0.00844871529070793,0.0073486872684478,0.00657902582855169,"2026","03",6830.71,TRUE,1,TRUE,1,6745,6880,0,0,0.2,0,1,1,-2
2026-03-03,0.0101060989989803,6816.63,-0.00948887451084168,0.2357,0.00772610854873656,2026-03-04,6810.35,0.2401570538774,-0.0921700985044295,6745,6880,0.9,0.95,0.18,0.19,-0.00964202418836571,0.0101751380971674,0.00948887451084168,0.00039824134823796,0.0043487978811001,0.00840855617475429,0.00711746905621371,0.00672221840050075,"2026","03",6869.5,TRUE,0.9,TRUE,0.95,6830,6925,1,0,0.2,0.2,1,0.999967455863953,-1.85
2026-03-02,0.00737794566619714,6881.62,0.00039824134823796,0.2144,-0.00948887451084259,2026-03-03,6874.25742574257,0.192598980414878,-0.107046242600349,6830,6925,1,0.98,0.2,0.196,-0.00645895333526968,0.00735442515543392,0.00039824134823796,0.0043487978811001,0.00538002407756899,0.00828963509402124,0.00636023825395848,0.00639537730300229,"2026","03",6816.63,FALSE,-4,TRUE,0.98,6815,6935,0,0,0,0.2,1,1,3.02
2026-02-27,0.00697861724789603,6878.88,-0.0043487978811001,0.1986,0.000398241348237829,2026-03-02,6873.6,0.13110002558093,-0.0767861543435004,6815,6935,1,1,0.2,0.2,-0.00856192130380308,0.00889306731449583,0.0043487978811001,0.00538002407756899,0.00810342532877506,0.00833208499365115,0.00635985282063022,0.00831670855059557,"2026","03",6881.62,TRUE,1,TRUE,1,6870,6955,0,0,0.2,0.2,0.999871611595154,0.508196115493774,-2
2026-02-26,0.00714818585330282,6908.86,-0.00538002407756899,0.1863,-0.00434879788109904,2026-02-27,6908.75,0.163100001182529,-0.00159217114973893,6870,6955,1,0.88,0.2,0.176,-0.00562461793107767,0.00667210121007057,0.00538002407756899,0.00810342532877506,0.00762251447464202,0.00828861187364083,0.00814171625128238,0.00866353805611612,"2026","02",6878.88,TRUE,1,TRUE,0.88,6905,7000,0,0,0.2,0.2,0.999952733516693,0.999941885471344,-1.88
2026-02-25,0.00301038185905825,6946.13,0.00810342532877506,0.1793,-0.00538002407756977,2026-02-26,6950,0.192589664712922,0.0556989622297859,6905,7000,0.95,1.05,0.19,0.21,-0.00649587271544533,0.0071684894786125,0.00810342532877506,0.00762251447464202,0.0104399933920956,0.00820865155575704,0.0079569977753702,0.0082309875010578,"2026","02",6908.86,TRUE,0.95,TRUE,1.05,6855,6930,0,1,0.2,0.2,-0.990464329719543,0.999335289001465,-0.1
2026-02-24,0.00591746211910417,6890.07,0.00762251447464202,0.1891,0.00810342532877554,2026-02-25,6888.9898989899,0.151496156590594,-0.0156774267654094,6855,6930,1,0.92,0.2,0.184,-0.00494615734369563,0.00593534284383848,0.00762251447464202,0.0104399933920956,0.00691580954717175,0.00804099481636989,0.00747963832104959,0.00781682693139,"2026","02",6946.13,TRUE,1,FALSE,-4.08,6795,6895,0,0,0.2,0,0.999879956245422,1,3.08
2026-02-23,0.00638665032987347,6837.75,-0.0104399933920956,0.2101,0.00762251447464257,2026-02-24,6844.14141414141,0.179830041643929,0.0934288164241388,6795,6895,1,1,0.2,0.2,-0.00720597071211902,0.00740349293003912,0.0104399933920956,0.00691580954717175,0.00282612680097927,0.00792297262227601,0.00714990193006413,0.00701196226860713,"2026","02",6890.07,TRUE,1,TRUE,1,6880,6960,1,0,0.2,0,1,0.981818199157715,-2
2026-02-20,0.0120952969025937,6909.51,0.00691580954717175,0.1909,-0.0104399933920969,2026-02-23,6913.71287128713,0.121147759744345,0.0608088497996622,6880,6960,1,1.03,0.2,0.206,-0.00488816009582602,0.00667266230524999,0.00691580954717175,0.00282612680097927,0.00555065970134727,0.00757490396294809,0.00896966894636387,0.00396808197841083,"2026","02",6837.75,FALSE,-4,TRUE,1.03,6815,6920,0,0,0,0,1,1,2.97
2026-02-19,0.00753441253917901,6861.89,-0.00282612680097927,0.2023,0.00691580954717295,2026-02-20,6865.60606060606,0.197792365768035,0.0541404008484096,6815,6920,1,1.05,0.2,0.21,-0.00739825285589681,0.00789145162518551,0.00282612680097927,0.00555065970134727,0.00103074780734858,0.00751188447264904,0.00973866546741865,0.00810369236154877,"2026","02",6909.51,TRUE,1,TRUE,1.05,6835,6925,0,0,0.2,0,0.999999523162842,1,-2.05
2026-02-18,0.00577527917935358,6881.31,0.00555065970134727,0.1962,-0.00282612680098011,2026-02-19,6876.9801980198,0.172807166571481,-0.0629409913705944,6835,6925,1,0.9,0.2,0.18,-0.00612316070727004,0.0069584211902194,0.00555065970134727,0.00103074780734858,0.000498941770970873,0.00791222843320208,0.00982947967872596,0.00815415760440766,"2026","02",6861.89,TRUE,1,TRUE,0.9,6790,6900,0,0,0.2,0,0.999982178211212,1,-1.9
2026-02-17,0.00965353372802451,6843.22,0.00103074780734858,0.2029,0.00555065970134696,2026-02-18,6845.75,0.191534858234463,0.0369640671110662,6790,6900,1,1,0.2,0.2,-0.00817708019604787,0.00789338983656114,0.00103074780734858,0.000498941770970873,0.0157848761337025,0.00915027724216596,0.00986356323633565,0.00706011261595763,"2026","02",6881.31,TRUE,1,TRUE,1,6770,6905,0,0,0.2,0,1,1,-2
2026-02-13,0.0111770784262737,6836.17,0.000498941770970873,0.206,0.00103074780734865,2026-02-17,6834.79797979798,0.133040875427213,-0.020072027213494,6770,6905,1,1,0.2,0.2,-0.00952582609187462,0.0102188738451972,0.000498941770970873,0.0157848761337025,4.89797800042879e-05,0.00914124327345906,0.0101012971127611,0.00779854631427607,"2026","02",6843.22,TRUE,1,TRUE,1,6775,6910,0,0,0.2,0,0.999954700469971,1,-2
2026-02-12,0.00899077749533776,6832.76,-0.0157848761337025,0.2082,0.000498941770971247,2026-02-13,6839.25,0.260168906823262,0.0949384982525552,6775,6910,1.05,1,0.21,0.2,-0.00943870973398297,0.0102915612798311,0.0157848761337025,4.89797800042879e-05,0.00330921596366096,0.00916837791722609,0.0101104029097114,0.0128194767742462,"2026","02",6836.17,TRUE,1.05,TRUE,1,6910,6985,1,0,0.2,0.2,0.683413922786713,-0.124626040458679,-0.05
2026-02-11,0.006874666909608,6941.47,-4.89797800042879e-05,0.1765,-0.015784876133702,2026-02-12,6945.70707070707,0.142430962154498,0.0610213410108385,6910,6985,0.95,0.95,0.19,0.19,-0.00515414328145373,0.00564121164789294,4.89797800042879e-05,0.00330921596366096,0.00468011492429987,0.00853891581062584,0.00887391904088442,0.0117342856599832,"2026","02",6832.76,FALSE,-4.05,TRUE,0.95,6905,6990,0,0,0.2,0.2,-0.995378196239471,0.999889731407166,-5
2026-02-10,0.00548203800582764,6941.81,-0.00330921596366096,0.1779,-4.89797800041771e-05,2026-02-11,6946.9696969697,0.161771537845791,0.0743002239165822,6905,6990,1,1,0.2,0.2,-0.00605976280883846,0.00617500657562492,0.00330921596366096,0.00468011492429987,0.0195043580918792,0.00854809539430671,0.00887373002616211,0.0121313833796656,"2026","02",6941.47,TRUE,1,TRUE,1,6940,6995,0,0,0.2,0.2,-0.997951745986938,0.691628456115723,0
2026-02-09,0.00501346081022278,6964.82,0.00468011492429987,0.1736,-0.00330921596366132,2026-02-10,6965.19801980198,0.127532335644251,0.00542741296582453,6940,6995,1,1.12,0.2,0.224,-0.0036242630055346,0.00426957059319691,0.00468011492429987,0.0195043580918792,0.0123266322742914,0.00852599306062372,0.00892365787858304,0.0127553854199493,"2026","02",6941.81,TRUE,1,TRUE,1.12,6885,6975,0,0,0.4,0.2,-0.999999165534973,0.987160205841064,-0.12
2026-02-06,0.00729783940118749,6932.3,0.0195043580918792,0.1776,0.00468011492430048,2026-02-09,6926.85,0.102713399887735,-0.0786484060123036,6885,6975,1,0.95,0.2,0.19,-0.00606003222954779,0.00692716329726336,0.0195043580918792,0.0123266322742914,0.00508532289997632,0.00858639437355397,0.00894163839879524,0.0128274411911285,"2026","02",6964.82,TRUE,1,TRUE,0.95,6715,6880,0,1,0.4,0.2,-0.999997735023499,1,0.05
2026-02-05,0.00962768017550488,6798.4,-0.0123266322742914,0.2177,0.0195043580918789,2026-02-06,6797.1,0.262643301233447,-0.0191239749029017,6715,6880,1,0.95,0.2,0.19,-0.0121522206541801,0.0121226013158713,0.0123266322742914,0.00508532289997632,0.00843951245945362,0.00727125353718726,0.00588529821009257,0.00658899787750044,"2026","02",6932.3,TRUE,1,FALSE,-4.05,6835,6955,1,0,0.4,0,-0.999948501586914,1,5.05
2026-02-04,0.0107387253794484,6882.72,-0.00508532289997632,0.1864,-0.0123266322742918,2026-02-05,6894.64285714286,0.211411050643213,0.173078988233987,6835,6955,0.95,1.05,0.19,0.21,-0.00868824235912864,0.00871611284036478,0.00508532289997632,0.00843951245945362,0.00537676271452803,0.00679163565153961,0.00491867043186691,0.00520642249253349,"2026","02",6798.4,FALSE,-4.05,TRUE,1.05,6870,6965,0,0,0.2,0,1,1,3
2026-02-03,0.00826356014362766,6917.81,-0.00843951245945362,0.18,-0.00508532289997643,2026-02-04,6918.08823529412,0.172090592738583,0.00402193322647792,6870,6965,0.9,1,0.18,0.2,-0.00697535865068497,0.00675814234682598,0.00843951245945362,0.00537676271452803,0.00431118208384973,0.00685364259403966,0.00571167901074957,0.00512571185433642,"2026","02",6882.72,TRUE,0.9,TRUE,1,6960,7010,1,0,0.2,0,0.999998927116394,1,-1.9
2026-02-02,0.00498713742331842,6976.44,0.00537676271452803,0.1634,-0.00843951245945275,2026-02-03,6980.88235294118,0.112131497511808,0.0636562369034829,6960,7010,1.05,0.93,0.21,0.186,-0.00299584603483735,0.00416238066533306,0.00537676271452803,0.00431118208384973,0.00129346460002644,0.00667709630161526,0.00872520910725269,0.00396661141209596,"2026","02",6917.81,FALSE,-3.95,TRUE,0.93,6890,6990,0,0,0,0.2,-0.999906718730927,1,-4.88
2026-01-30,0.00868193342108751,6939.03,-0.00431118208384973,0.1744,0.00537676271452765,2026-02-02,6938.33333333333,0.112859687493862,-0.0100403318774335,6890,6990,1,1.05,0.2,0.21,-0.0069905069532618,0.00741896426688977,0.00431118208384973,0.00129346460002644,8.16816094317829e-05,0.00659783369963859,0.00855924646411049,0.00385713040781667,"2026","02",6976.44,TRUE,1,TRUE,1.05,6925,7005,0,0,0,0.4,0.432674288749695,1,-2.05
2026-01-29,0.00766889637865458,6969.01,-0.00129346460002644,0.1688,-0.00431118208385021,2026-01-30,6962.9797979798,0.16296328046373,-0.0865662763785294,6925,7005,1,0.95,0.2,0.19,-0.00546946254426615,0.00601666517130188,0.00129346460002644,8.16816094317829e-05,0.00407357103660999,0.00675412149024056,0.00845730593701073,0.002759345484614,"2026","01",6939.03,TRUE,1,TRUE,0.95,6940,7025,0,0,0,0.4,-0.870141685009003,1,0.05
2026-01-28,0.00518064019877773,6978.03,-8.16816094317829e-05,0.1635,-0.00129346460002641,2026-01-29,6978.28431372549,0.162741336828693,0.00364442530889346,6940,7025,1.05,0.9,0.21,0.18,-0.00550131171585577,0.00667212898524059,8.16816094317829e-05,0.00407357103660999,0.00499357730073235,0.00675532513719287,0.00865360500706622,0.00263976370703301,"2026","01",6969.01,TRUE,1.05,TRUE,0.9,6950,7010,0,0,0,0.4,0.275389909744263,1,-1.95
